Review_ID,included_No,Reviewer_ID,EndNote_Index,Pubmed_ID,Year,Article_Name,Review_Date,First_Author,Key_words,Research_Design(Primary Objective),Review/Original,Study_Design_Type,Database/Datasource,Analytic_tool,Country/district ,X,Y,Z,Association_Type,Unit_of_Analysis,Check_List,Mention_Missing_Data,Assessed_Missing_Data,Rate_of_Article,Include_in_Research,Exclusion Reason,Other_Notes,
178,20,,2634,28489503,2017,Does Prehospital Time Influence Clinical Outcomes in Severe Trauma Patients?: A Cross Sectional Study,2/28/21,"Kim, J.","Adolescent
Adult
Aged
Cross-Sectional Studies
Databases, Factual
Emergency Medical Services/*statistics & numerical data
Female
*Hospital Mortality
Humans
Injury Severity Score
Male
Middle Aged
Registries
Republic of Korea
Survival Rate
Time Factors
Time-to-Treatment/*statistics & numerical data
Wounds and Injuries/mortality/*therapy
Young Adult
*outcomes
*prehospital time
*scene time
*severe trauma",to determine the impact of prehospital times on survival in severely injured patients.,Original,retrospective cross-sectional study ,Korean 9 province EHR,Didn't mention,Korea,scene and response times., in-hospital mor- tality. ,,Association,Patient,No,No,No,,Yes,,,
179,21,,2087,27377576,2017,Blood glucose on admission and mortality in patients with venous thromboembolism,2/28/21,"Akirov, A.","Adult
Aged
Aged, 80 and over
Blood Glucose/*analysis
Cohort Studies
Diabetic Angiopathies/*blood/mortality
Electronic Health Records
Female
Follow-Up Studies
Hospital Mortality
Humans
Hyperglycemia/*complications
Hypoglycemia/complications
Israel/epidemiology
Male
Middle Aged
Mortality
Proportional Hazards Models
Prospective Studies
Pulmonary Embolism/blood/*complications/mortality
Venous Thromboembolism/blood/*complications/mortality
Young Adult
Admission
Deep vein thrombosis
Diabetes mellitus
Pulmonary embolism",To Evaluate association between admission blood glucose (ABG) and mortality in patients with or without diabetes mellitus (DM) hospitalized for venous thromboembolism (VTE).,Original,Prospective cohort study,Rabin Medical Center EHR,SAS,Israel,admitted for VTE (including deep vein thrombosis and pulmonary embolism) characteristics,all-cause mortality at the end of follow-up,,Association,Patient,No,"Yes, data description",No,,Yes,,,
180,22,,3531,28122760,2017,The unclosing premature mortality gap in gout: a general population-based study,2/28/21,"Fisher, M. C.","Aged
Cohort Studies
Databases, Factual
Female
Gout/*epidemiology
Humans
Male
Middle Aged
Mortality, Premature/*trends
Multivariate Analysis
Proportional Hazards Models
Retrospective Studies
United Kingdom/epidemiology
Arthritis
Epidemiology
Gout
Takeda and consulting fees from Selecta outside the submitted work.","To evaluate association between Gout, the most common inflammatory arthritis and premature mortality. Whether this mortality gap has improved over time, as observed in rheumatoid arthritis (RA), is unknown.",Original,retrospective cohort study,The Health Improvement Network (THIN),SAS,UK,observed rheumatoid arthritis,Gout result ,,Association,Patient,No,"Yes, data cleaning","Yes, Imputation",,Yes,,,
181,,,5534,28264690,2017,"Presentations to an urban emergency department in Bern, Switzerland associated with acute recreational drug toxicity",2/28/21,"Liakoni, E.","Adolescent
Adult
Aged
Emergency Service, Hospital/*statistics & numerical data
Female
Hospitals, Urban
Humans
Illicit Drugs/*poisoning
Male
Middle Aged
Retrospective Studies
Substance-Related Disorders/*diagnosis/epidemiology/*therapy
Switzerland/epidemiology
Acute toxicity
Emergency room
Prescription drug abuse
Psychoactive substances
Recreational drugs"," to describe the presentations due to recreational drug use at an emergency department in Bern, Switzerland during a 4 year period.",Original,,,,,,,,,,,,,,,Patient generated health data only,,
182,23,,5068,29021267,2017,Association of Neighborhood Socioeconomic Context With Participation in Cardiac Rehabilitation,2/28/21,"Bachmann, J. M.","Administrative Claims, Healthcare
Aged
Cardiac Rehabilitation/adverse effects/economics/mortality
*Catchment Area, Health
Chi-Square Distribution
Comorbidity
Databases, Factual
Female
Health Services Research
*Healthcare Disparities/economics
Heart Diseases/diagnosis/economics/mortality/*rehabilitation
Humans
Income
Kaplan-Meier Estimate
Male
Medicaid
Medicare
Middle Aged
Odds Ratio
Poverty
Proportional Hazards Models
Prospective Studies
Risk Factors
*Socioeconomic Factors
Time Factors
Treatment Outcome
United States/epidemiology
cardiac rehabilitation
cardiovascular mortality
neighborhood deprivation
socioeconomic position",to investigate the association of neighborhood socioeconomic context with CR participation in the SCCS (Southern Community Cohort Study).,Original,Prospective cohort study,Southern Community Cohort Study & medicaid ,"SAS, R",USA,"Neighborhood socioeconomic status, as measured by a
13
neighborhood deprivation index",Participation in CR programs,,Association,Patient,No,"Yes, data cleaning","Yes, excluded",,Yes,,,
183,,,2108,28738984,2017,Transfusing Wisely: Clinical Decision Support Improves Blood Transfusion Practices,2/28/21,"Jenkins, I.","Cost-Benefit Analysis
Decision Support Systems, Clinical/economics/*organization & administration
Erythrocyte Transfusion/methods/*standards/statistics & numerical data
*Health Knowledge, Attitudes, Practice
Humans
Medical Order Entry Systems/organization & administration
Patient Safety
Practice Guidelines as Topic
Prospective Studies
Quality Improvement/*organization & administration
Safety Management/economics/*organization & administration
Staff Development/organization & administration",,,prospective cohort study,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
184,24,,2012,28495862,2017,The Diagnosis-Wide Landscape of Hospital-Acquired AKI,2/28/21,"Jannot, A. S.","Acute Kidney Injury/blood/*diagnosis/*epidemiology/physiopathology
Aged
Aged, 80 and over
Biomarkers/blood
Cardiac Surgical Procedures/adverse effects
Creatinine/blood
Cross-Sectional Studies
Data Warehousing
Electronic Health Records
Female
Glomerular Filtration Rate
Heart Diseases/diagnosis/epidemiology
Hospital Mortality
*Hospitalization
Hospitals, Urban
Humans
Kidney/physiopathology
Length of Stay
Liver Diseases/diagnosis/epidemiology
Male
Middle Aged
Multiple Trauma/diagnosis/epidemiology
Paris/epidemiology
Prevalence
Retrospective Studies
Risk Factors
Sepsis/diagnosis/epidemiology
Time Factors
Vascular Surgical Procedures/adverse effects
Acute Kidney Injury
Heart Diseases
Hemodynamics
Hospital Records
Influenza, Human
International Classification of Diseases
Liver Diseases
Multiple Trauma
Neoplasms
Nephritis, Interstitial
Sepsis
Urogenital System
acute renal failure
clinical nephrology
creatinine
hospitalization
vasculitis",to perform an exhaustive analysis of all diagnoses associated with hospital-acquired AKI (HA-AKI) in a French urban tertiary academic hospital over a period of 10 years.,Original,retrospective cohort study, GPEH i2b2 ,R,France,all diagnoses ICD-10,Hospital-Acquired AKI,,Association,Patient,No,No,No,,Yes,,,
185,,,243,28202428,2017,Patient Use of Electronic Prescription Refill and Secure Messaging and Its Association With Undetectable HIV Viral Load: A Retrospective Cohort Study,2/28/21,"McInnes, D. K.","Adult
Aged
Cohort Studies
*Electronic Health Records
*Electronic Prescribing
Female
HIV Infections/*drug therapy/*virology
Health Records, Personal
Humans
Male
*Medical Order Entry Systems
Middle Aged
Retrospective Studies
United States
United States Department of Veterans Affairs/statistics & numerical data
Veterans
Viral Load
*hiv
*electronic mail
*health records, personal
*secure messaging
*self care
*veterans
*viral load",to investigate whether there are associations between the use of PHR tools (electronicprescription refill and secure messaging [SM] with providers) and HIV viral load in US veterans.,Original,retrospective cohort study,VA’s electronic health record (EHR) ,,,,,,,,,,,,,Patient generated health data only,,
186,,,1070,28765137,2017,"Childhood respiratory illness presentation and service utilisation in primary care: a six-year cohort study in Wellington, New Zealand, using natural language processing (NLP) software",2/28/21,"Dowell, A.","Adolescent
Adult
Child
Child, Preschool
Electronic Health Records
Female
*General Practice
Humans
Infant
Male
Natural Language Processing
New Zealand
Otitis Media/therapy
*Patient Acceptance of Health Care
*Primary Health Care
Respiratory Sounds
*Respiratory Tract Infections/therapy
Retrospective Studies
Seasons
Young Adult
big data
childhood respiratory illness
general practice
natural language software programming
primary care
at www.icmje.org/coi_disclosure.pdf (available upon request from the corresponding
author) and declare support from New Zealand Lotteries Health Research for the
submitted work. LM is a director of Compass Health Wellington Trust that might have
an interest in the submitted work. No other relationships or activities could appear
to have influenced the submitted work.", To identify childhood respiratory tract-related illness presentation rates and service utilisation in primary care by interrogating free text and coded data from electronic medical records.,Original,retrospective cross-sectional study ,primary health organisations (PHOs). EHR,,,,,,,,,,,,,Text mining / NLP  ,,
187,25,,2393,27534520,2017,"Impact of deprivation, ethnicity, and insulin pump therapy on developmental trajectories of diabetes control in COB type 1 diabetes",2/28/21,"Viner, R. M.","Adolescent
*Adolescent Development/drug effects
Child
*Child Development/drug effects
Diabetes Mellitus, Type 1/blood/*drug therapy/ethnology
Electronic Health Records
England
Female
Glycated Hemoglobin A/analysis
Health Knowledge, Attitudes, Practice/ethnology
*Health Status Disparities
Healthcare Disparities/ethnology
Humans
Hyperglycemia/*prevention & control
Hypoglycemia/*prevention & control
Hypoglycemic Agents/administration & dosage/adverse effects/therapeutic use
Insulin/administration & dosage/adverse effects/therapeutic use
*Insulin Infusion Systems/adverse effects
Longitudinal Studies
Male
Prospective Studies
Socioeconomic Factors
State Medicine
*adolescent
*child
*developmental
*ethnicity
*socioeconomic status","To examine the independent contributions of deprivation, ethnicity, insulin pump use, and health service use on HbA1c trajectories across adolescence.",Original,Prospective cohort study,"clinical database of the University Col-
lege Hospital Paediatric & Adolescent Diabetes Service",STATA,UK,Patient characteristics,HbA1c trajectories,,Association,Patient,No,"Yes, data description",No,,Yes,,missingdata ?,
188,26,,5300,28417028,2017,General Anaesthesia Protocols for Patients Undergoing Electroconvulsive Therapy: Retrospective analysis of 504 sessions over a five-year period at a tertiary care hospital in Oman,2/28/21,"Narayanan, A.","Adult
Anesthesia, General/*methods
Anesthetics, Intravenous/*administration & dosage
Clinical Protocols
Drug Interactions
Electroconvulsive Therapy/*methods/statistics & numerical data
Female
Humans
Male
Middle Aged
Neuromuscular Depolarizing Agents/*administration & dosage
Oman
Propofol/*administration & dosage
Retrospective Studies
Succinylcholine/*administration & dosage
Tertiary Care Centers
Electroconvulsive Therapy
General Anesthesia
Propofol
Succinylcholine","to review general anaesthesia protocols for patients undergoing electroconvulsive therapy (ECT) at a tertiary care hospital in Oman, particularly with regards to clinical profile, potential drug interactions and patient outcomes.",Original,retrospective cohort study,Sultan Qaboos University Hospital  EHR,SPSS,Oman,Patients characteristics managed under general anaesthesia protocols,patient outcome ,,Association,Patient,No,No,No,,Yes,,,
189,27,,2015,28279995,2017,What proportion of patients with psychosis is willing to take part in research? A mental health electronic case register analysis,2/28/21,"Patel, R.","Adult
Commitment of Mentally Ill/statistics & numerical data
Cross-Sectional Studies
Electronic Health Records
Female
Hospitalization
Hospitals, Psychiatric/statistics & numerical data
Humans
Male
Middle Aged
Patient Acceptance of Health Care/*psychology
Psychotic Disorders/*psychology
Registries
Research Personnel/statistics & numerical data
*c4c
*cris
*bipolar disorder
*clinical research
*consent
http://www.icmje.org/coi_disclosure.pdf and declare: the CRIS team MB and RS have
received research funding from Roche, Pfizer, Johnson & Johnson and Lundbeck. PM has
received research funding from Janssen, Sunovion, GW and Roche.",to investigate a large sample of patients with psychotic disorders to determine the pro- portion who consented to be contacted to par- ticipate in clinical research. ,Original,retrospective cohort study," electronic mental health record
data from the South London and Maudsley NHS Foundation Trust (SLaM).",STATA,UK, patients with psychotic disorders were willing to be contacted about participation in research.,"Number of days spent in a psychiatric hospital, ",,Association,Patient,No,"Yes, data description","Yes, sensitivity analysis",,Yes,,,
190,28,,730,28490326,2017,The clinical epidemiology of fatigue in newly diagnosed heart failure,2/28/21,"Williams, B. A.","Aged
Aged, 80 and over
Chi-Square Distribution
Comorbidity
Electronic Health Records
Fatigue/diagnosis/*epidemiology/mortality
Female
Health Status
Heart Failure/diagnosis/*epidemiology/mortality
Humans
Logistic Models
Male
Multivariate Analysis
Odds Ratio
Pennsylvania/epidemiology
Prevalence
Prognosis
Proportional Hazards Models
Retrospective Studies
Risk Assessment
Risk Factors
Time Factors
*Fatigue
*Heart failure
*Prognosis
*Quality of life
*Symptoms","to evaluate the prevalence, predictors, and prognostic value of clinically documented fatigue in newly diagnosed HF patients from the community.",Original,retrospective cohort study,Geisinger Health System EHR,Didn't mention,USA,newly diag- nosed HF patient characteristics,all-cause mortality ,,Association,Patient,No,No,No,,Yes,,,
191,29,,2198,28658199,2017,Tacrolimus Trough Concentration Variability and Disparities in African American Kidney Transplantation,2/28/21,"Taber, D. J.","Adolescent
Adult
African Americans
Drug Administration Schedule
Electronic Health Records
Female
Graft Rejection
Graft Survival
Healthcare Disparities
Humans
Immunosuppressive Agents/*pharmacokinetics/therapeutic use
*Kidney Transplantation
Longitudinal Studies
Male
Middle Aged
Proportional Hazards Models
Renal Insufficiency/ethnology/*surgery
Risk Factors
Tacrolimus/*pharmacokinetics/therapeutic use
Time Factors
United States
Young Adult",to investigate  intrapatient tacrolimus variabilities impact on racial disparities,Original,retrospective cohort study,electronic health record (EHR) linked to center specific data (Standard Transplant Analysis Files [STAR]),SAS,USA,African-American (AA) kidney transplant recipients characteristics,paitent outcomes,,Association,Patient,No,No,No,,Yes,,,
192,30,,5567,29381975,2017,Comparison of intraoperative basal fluid requirements in distal pancreatectomy: Laparotomy vs. laparoscopy: A retrospective cohort study,2/28/21,"Han, J. W.","Aged
Colloids/therapeutic use
Crystalloid Solutions
Female
Fluid Therapy/methods/*statistics & numerical data
Humans
Intraoperative Care/*methods
Isotonic Solutions/therapeutic use
Laparoscopy/*methods
Laparotomy/*methods
Length of Stay
Male
Middle Aged
Operative Time
Pancreatectomy/*methods
Postoperative Complications/etiology
Retrospective Studies
Treatment Outcome",to determine whether there are differences in the basal fluid requirements during surgery between laparotomy and laparoscopic distal pancreatectomy.,Original,retrospective cohort study,Seoul National University Bundang Hospital EHR,SPSS,Korea,intraoperative fluid therapy patient characteristics,"volume of intraoperative fluid administered, postoperative complications, length of hospital stay, and readmission rate ",,Association,Patient,No,No,No,,Yes,,,
193,,,666,27322956,2017,Evaluation of vocal-electronic nursing documentation: A comparison study in Iran,6/24/21,"Mohammadi Firouzeh, M.
Jafarjalal, E.","Adult
Age Factors
Cross-Sectional Studies
Electronic Health Records/*standards
Female
Humans
Iran
Male
Nursing Records/*standards
Quality of Health Care/*standards
Retrospective Studies
Sex Factors
Socioeconomic Factors
Speech Recognition Software
*User-Computer Interface
Electronic health records
healthcare documentation
nursing
quality assurance",,,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
194,31,,5069,28886989,2017,Factors Associated with Contralateral Deep Venous Thrombosis after Iliocaval Venous Stenting,6/24/21,"Khairy, S. A.","Adult
Aged
Aged, 80 and over
*Endovascular Procedures
Female
France
Humans
*Iliac Vein
Ireland
Male
Middle Aged
Retrospective Studies
Risk Factors
*Stents
Treatment Outcome
Vascular Patency
*Vena Cava, Inferior
Venous Thrombosis/diagnosis/etiology/*surgery
Young Adult
Contralateral deep venous thrombosis
Iliac venous stent
Post-thrombotic"," to determine the rate of, and factors associated with, contralateral lower limb venous thrombosis after stenting, and to evaluate the results of salvage revascularisation.",Original,retrospective cohort study,Institution EMR,SPSS,France,patient characteristics,risk factors of contralateral deep venous thrombosis,,Association,Patient,No,No,No,,Yes,,,
195,32,,5833,28117221,2017,Comparative Effectiveness and Resource Usage in Patients Receiving First-line Taxane-based Chemotherapy for Stage IV Non-Small-cell Lung Cancer in a US Community Oncology Setting,6/24/21,"Weiss, J.","Aged
Aged, 80 and over
Antineoplastic Combined Chemotherapy Protocols/*therapeutic use
Bridged-Ring Compounds/*therapeutic use
Carboplatin/therapeutic use
Carcinoma, Non-Small-Cell Lung/*drug therapy/mortality/pathology
Community Networks
Female
Humans
Lung Neoplasms/*drug therapy/mortality/pathology
Male
Nanoparticles
Neoplasm Staging
Paclitaxel/*therapeutic use
Retrospective Studies
Survival Analysis
Taxoids/*therapeutic use
United States
Withholding Treatment
*Elderly
*Retrospective
*Squamous
*Treatment duration
*nab-Paclitaxel",To compare nurse preparedness and quality of patient handoff during interfacility transfers from a pre-transfer emergency department to a Pediatric Intensive Care Unit (PICU) when conducted over telemedicine versus telephone.,Original,retrospective cohort study,OncoEMR,Didn't mention,USA,patient characteristics,treatement effectiveness and resource usage differences,,Association,Patient,No,"Yes, data cleaning","Yes, excluded",,Yes,,,
196,,,4962,28596046,2017,Capacity Evaluation Requests in the Medical Setting: A Retrospective Analysis of Underlying Psychosocial and Ethical Factors,6/24/21,"Pesanti, S.","Female
Humans
Informed Consent/*ethics/*psychology/statistics & numerical data
Male
Mental Competency/*psychology
Middle Aged
Retrospective Studies
*competence
*consultation psychiatry
*decision-making capacity
*ethics
*psychosocial",To explore psychosocial and ethical reasons motivating both “warranted” and “unwarranted” DMC evaluation requests by physicians in the medical setting.,Original,retrospective cohort study,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
197,,,4635,28585986,2017,Evaluation of Doctor of Nursing Practice Students' Competencies in an Online Informatics Course,6/24/21,"Kupferschmid, B.",,,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
198,33,,2758,28551054,2017,The effect of anatomic location of injury on mortality risk in a resource-poor setting,6/24/21,"Eaton, J.","Abdominal Injuries/*mortality/pathology
Adult
Craniocerebral Trauma/*mortality/pathology
Databases, Factual
Female
Health Resources/*statistics & numerical data
Hospital Mortality/*trends
Humans
Incidence
Injury Severity Score
Malawi/epidemiology
Male
Proportional Hazards Models
Retrospective Studies
Risk Factors
Spinal Injuries/*mortality/pathology
Thoracic Injuries/*mortality/pathology
Time-to-Treatment/*statistics & numerical data
*Trauma Centers
Anatomic location of injury
Head injury
Mortality
Traumatic brain injury
Traumatic spine injury", to characterize and compare the mortality probability in trauma patients in a resource-poor setting based on anatomic location of injury.,Original,retrospective cohort study,Institution EMR,Stata,Malawi,patient characteristics,patient outcomes,,Association,Patient,No,"Yes, limitation","Yes, sensitivity analysis",,Yes,,,
199,34,,4873,28396932,2017,Comparison of analgaesia with lumbar epidurals and lumbar plexus nerve blocks in patients receiving multimodal analgaesics following primary total hip arthroplasty: a retrospective analysis,6/26/21,"Harvey, N. R.","Aged
Analgesia, Epidural/adverse effects/*methods
Analgesics, Opioid/*administration & dosage
Arthroplasty, Replacement, Hip/*adverse effects
Cohort Studies
Combined Modality Therapy/methods
Early Ambulation/statistics & numerical data
Female
Humans
Lumbosacral Plexus/drug effects
Male
Middle Aged
Nerve Block/adverse effects/*methods
Pain Measurement
Pain, Postoperative/*drug therapy/etiology
Retrospective Studies
*Analgaesia
*Anesthaesia
*Arthroplasty
*Epidural
*Hip replacement
*Nerve block
*Pain
*Post-operative
author states that there are not any conflicts of interest.",to assesse a randomly selected cohort of 48 patients undergoing primary hip arthroplasty who received a regional anaesthesia technique for post-operative pain.,Original,retrospective cohort study,Institution EMR,SAS,USA,patient characteristics,total opiate consumption over time examined by the type of regional technique used for post-operative analgaesia. ,,Association,Patient,No,No,No,,Yes,,,
200,35,,1787,28433642,2017,Predicting Nonmuscle Invasive Bladder Cancer Recurrence and Progression in a United States Population,,"Ravvaz, K.","Administration, Intravesical
Aged
BCG Vaccine/*therapeutic use
Carcinoma, Transitional Cell/mortality/*pathology/therapy
Cystectomy
Disease Progression
Disease-Free Survival
Electronic Health Records/statistics & numerical data
Female
Follow-Up Studies
Humans
Kaplan-Meier Estimate
Male
Middle Aged
Neoplasm Invasiveness
Neoplasm Recurrence, Local/*diagnosis/epidemiology/prevention & control
Practice Guidelines as Topic
Predictive Value of Tests
Prognosis
Progression-Free Survival
Retrospective Studies
Risk Assessment/*methods/standards
United States
Urinary Bladder Neoplasms/mortality/*pathology/therapy
*BCG vaccine
*bladder neoplasms
*mortality
*practice guidelines as topic
*risk assessment","to assesse the performance of the EORTC (European Organisation
for Research and Treatment of Cancer) and CUETO (Club Urologico Espanol de ~
Tratamiento Oncologico) nonmuscle invasive bladder cancer predictive models
compared to current United States NCCN Guidelines in an American
population.",Original,retrospective cohort study,Institution EMR and Aurora Health Care cancer registry,R,USA,patient characteristics, Recurrence and Progression,,Association,Patient,No,"Yes, limitation",No,,Yes,,,
201,,,2052,25424021,2014,[Patients with heart failure in the last year of their life: the primary care perspective],2/28/21,"D'Ambrosio, G.","Aged
Aged, 80 and over
Female
Heart Failure/economics/*mortality/therapy
Hospital Costs
Humans
Italy/epidemiology
Length of Stay/economics/*statistics & numerical data
Male
Medical Records Systems, Computerized
Middle Aged
*Palliative Care/economics
Patient Admission/economics/*statistics & numerical data
Patient Readmission/economics/*statistics & numerical data
*Primary Health Care/economics
Retrospective Studies
Survival Analysis
Terminal Care/economics/*statistics & numerical data",,,,,,,,,,,,,,,,,Not English,,
202,,,289,24410735,2014,A European inventory of common electronic health record data elements for clinical trial feasibility,2/28/21,"Doods, J.","Clinical Trials as Topic/*methods
*Data Mining
*Electronic Health Records
Europe
Feasibility Studies
Hospitals, University
Humans
*Medical Informatics
Patient Selection
*Research Design
Sample Size",to identify data ele- ments that are needed for site feasibility analysis in clin- ical studies and are at the same time commonly documented in European EHR systems.,,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
203,,,1895,27021461,2016,User acceptance of a touchless sterile system to¬†control virtual orthodontic study models,2/28/21,"Wan Hassan, W. N.","Adult
*Attitude of Health Personnel
Cohort Studies
Cross Infection/prevention & control
Data Display
*Dental Models
Dental Records
Electronic Health Records
Female
*Gestures
Humans
Image Processing, Computer-Assisted/methods
*Imaging, Three-Dimensional/methods
Male
*Orthodontics
*Personal Satisfaction
*User-Computer Interface
Young Adult",,,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
204,,,158,26146159,2015,Mining and exploring care pathways from electronic medical records with visual analytics,2/28/21,"Perer, A.","Algorithms
Cohort Studies
Computer Graphics
Data Collection
Data Mining/*methods
*Electronic Health Records
Humans
Hyperlipidemias/complications/*diagnosis/drug therapy
Hypertension/diagnosis/drug therapy
Lipoproteins, LDL/analysis
Patient Outcome Assessment
Prediabetic State/diagnosis/drug therapy
Software
Data-driven care plans
Frequent sequence mining
Temporal event visualization
Visual analytics","Care Pathway Explorer, a system that minesand visualizes a set of frequent event sequences from patient EMR data. T",,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
205,,,4010,26643710,2015,"A comparative study of glaucoma referrals in Southeast Scotland: effect of the new general ophthalmic service contract, Eyecare integration pilot programme and NICE guidelines",2/28/21,"El-Assal, K.","Adult
Aged
Aged, 80 and over
Contracts
Delivery of Health Care, Integrated/*organization & administration
Documentation/statistics & numerical data
Female
Glaucoma/*diagnosis/epidemiology
Guideline Adherence
Hospital Departments/*standards
Humans
Intraocular Pressure/physiology
Male
Middle Aged
National Health Programs/organization & administration/*standards
Ophthalmology/standards
Ophthalmoscopy
Optometry/*standards
Pilot Projects
Practice Guidelines as Topic/*standards
Referral and Consultation/organization & administration/*standards
Retrospective Studies
Scotland/epidemiology
Tonometry, Ocular
Visual Field Tests
Visual Fields
Waiting Lists","to evaluate accuracy and outcome of community optometry referrals before and after implementation of the new general ophthalmic service contract in 2006, the Eyecare Integration Programme pilot in 2008 and the effect of NICE guidelines in glaucoma in 2009, over a 12-year period",,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
206,1,,4517,27423366,2016,Hospital Readmissions of Stroke Patients with Percutaneous Endoscopic Gastrostomy Feeding Tubes,2/28/21,"Wilmskoetter, J.","Administrative Claims, Healthcare
Aged
Aged, 80 and over
Databases, Factual
Enteral Nutrition/*adverse effects/instrumentation
Female
Florida
Gastroscopy/*adverse effects
Gastrostomy/*adverse effects
Humans
Logistic Models
Male
Middle Aged
Multivariate Analysis
Odds Ratio
Patient Discharge
*Patient Readmission
Retrospective Studies
Risk Assessment
Risk Factors
Sepsis/diagnosis/*etiology/therapy
Skilled Nursing Facilities
Stroke/diagnosis/physiopathology/*therapy
Stroke Rehabilitation/*adverse effects/methods
Time Factors
Stroke
complications
enteral nutrition
patient readmission",to investigate whether there are associations between the use of PHR tools (electronicprescription refill and secure messaging [SM] with providers) and HIV viral load in US veterans.,Original,retrospective cohort study, Healthcare Cost and Utilization Project Florida State Inpatient Database ,SAS,USA,Patients with Percutaneous Endoscopic Gastrostomy Feeding Tubes,readmission rate,,Association,Patient,No,No,No,,Yes,,,
207,2,,3687,25791153,2015,Initial serum lactate level is associated with inpatient mortality in patients with community-acquired pneumonia,2/28/21,"Gwak, M. H.","Aged
Biomarkers/blood
C-Reactive Protein/analysis
Community-Acquired Infections/*blood/*mortality
Comorbidity
Female
*Hospital Mortality
Humans
Lactic Acid/*blood
Male
Pneumonia/*blood/*mortality
Prognosis
Retrospective Studies
Risk Factors
Severity of Illness Index",to investigate the prognostic value of the initial serum lactate level in patients with community-acquired pneumonia (CAP).,Original,retrospective chart review,institution EMR,Didn't mention,Korea,patient characteristics,inpatient mortality.,,Association,Patient,No,No,No,,Yes,,,
208,3,,4890,25079292,2015,Antibiotic prescribing by telephone in primary care,2/28/21,"Ewen, E.","Adolescent
Adult
Aged
Anti-Bacterial Agents/*therapeutic use
Drug Utilization
Female
Humans
Male
Middle Aged
*Practice Patterns, Physicians'
Prescriptions/*standards
*Primary Health Care
Retrospective Studies
*Telephone
Young Adult
ambulatory care
infectious disease
pharmacoepidemiology
physician behavior
practice variation",to determine the extent and characteristics of telephone‐based antibiotic prescribing in teaching and non‐teaching primary care practices.,Original,retrospective cohort study,Christiana Care Health System EMR,"STATA, SPSS",USA,"Demographic information, prescribing activity, office visit, and telephone activity ",telephone-based antibiotic prescribing ,,Association,Patient,No,No,No,,Yes,,,
209,,,4412,26172910,2015,Exploring Nonresponse Bias in the Department of Veterans Affairs' Bereaved Family Survey,2/28/21,"Smith, D.","Adult
Aged
Aged, 80 and over
Attitude to Health
*Bereavement
Bias
Cross-Sectional Studies
Data Interpretation, Statistical
Family/*psychology
Female
Health Care Surveys/statistics & numerical data
Hospitals, Veterans/standards/statistics & numerical data
Humans
Male
Medical Records/statistics & numerical data
Middle Aged
Palliative Care/*standards/statistics & numerical data
Quality of Health Care/*standards/statistics & numerical data
Terminal Care/*standards/statistics & numerical data
United States
United States Department of Veterans Affairs
*Veterans Health
Young Adult",to examine nonresponse bias for the mailed version of the Department of Veterans Affairs (VA) Bereaved Family Survey Performance Measure (BFS-PM) and evaluate the effect of nonresponse bias on facilities’ BFS-PM scores.,Original,,VA Medical Centers EHR,,,,,,,,,,,,,Questionnaire/survey only,,
210,,,2327,24854304,2014,Automated prediction of early blood transfusion and mortality in trauma patients,2/28/21,"Mackenzie, C. F.","Adult
*Blood Transfusion
*Decision Support Techniques
Female
Follow-Up Studies
Heart Rate
Hospital Mortality/trends
Humans
Injury Severity Score
Male
Oximetry
Plethysmography
Prognosis
ROC Curve
Reproducibility of Results
Retrospective Studies
Shock, Hemorrhagic/etiology/mortality/*therapy
Survival Rate/trends
Time Factors
Trauma Centers
*Vital Signs
Wounds and Injuries/complications/*diagnosis/mortality",to assess  analysis of pulse oximeter signals could predict blood transfusion and mortality as accurately as conventional vital signs (VSs).,Original,,GE Healthcare,,,VS Features,,,,,,,,,,Predictive models,,
211,4,,2993,27387135,2016,"Assessment of the Accuracy of Using ICD-9 Codes to Identify Uveitis, Herpes Zoster Ophthalmicus, Scleritis, and Episcleritis",2/28/21,"Pimentel, M. A.","Age Distribution
Eye Infections, Viral/*diagnosis/epidemiology
Female
Hawaii/epidemiology
Herpes Zoster Ophthalmicus/*diagnosis/epidemiology
Humans
Incidence
Male
Middle Aged
*Registries
Reproducibility of Results
Retrospective Studies
Scleritis/*diagnosis/epidemiology/virology
Sex Distribution
Uveitis/*diagnosis/epidemiology/virology","to validate International Classification of Diseases, Ninth Revision (ICD-9) codes for their respective diagnoses.",Original,retrospective review, administrative database,"Stata, R",USA,ICD 9 code ,real ocularinflammatory diseases ,,Association,Patient,No,"Yes, limitation",No,,Yes,,,
